,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,status
1012,334ed4f858d2361daeaf939cd365c42b,d61a25bb79ab12320b1c6a873f3eb1ad,delivered,2018-06-27 09:18:25,2018-06-28 02:15:51,2018-06-28 18:08:00,2018-06-29 16:14:49,2018-07-12,1,8b50a72d52d7a91fb19d19fbe069e2f2,9f505651f4a6abe901a56cdc21508025,2018-07-02 02:15:51,44.99,7.58,utilidades_domesticas,54.0,1754.0,1.0,250.0,20.0,8.0,13.0,housewares,6edeeed37ddd3dee7559f358b023ef9b,12917,braganca paulista,SP,Repeater
1036,517b4b7e7f723df3693ae71473078d73,13c14842e78da8bb1e408509619f291f,delivered,2017-10-07 06:49:55,2017-10-07 07:04:33,2017-10-13 15:35:49,2017-10-26 17:10:10,2017-11-14,1,60c93709754c1b56d6fcc7187a4810f3,53e4c6e0f4312d4d2107a8c9cddf45cd,2017-10-17 08:04:33,72.0,17.75,utilidades_domesticas,57.0,685.0,1.0,2700.0,30.0,30.0,30.0,housewares,f64ec6d8dd29940264cd0bbb5ecade8a,25665,petropolis,RJ,Repeater
1071,153a49ded28e0fe861f537fc2b881f93,151de0760cbd861ecf7f1916416da894,delivered,2018-06-13 14:34:17,2018-06-13 14:57:09,2018-06-14 11:45:00,2018-06-20 00:08:49,2018-07-18,1,2ac7c9339ff85fff3e1aee3eaf7bb315,ad273c9eb54ecb4532de4bf75bae9e4e,2018-06-19 14:57:09,15.0,16.7,utilidades_domesticas,43.0,357.0,1.0,217.0,18.0,5.0,14.0,housewares,186638bdb0f600c9bf2bd60e4b14537c,37701,pocos de caldas,MG,Repeater
1072,153a49ded28e0fe861f537fc2b881f93,151de0760cbd861ecf7f1916416da894,delivered,2018-06-13 14:34:17,2018-06-13 14:57:09,2018-06-14 11:45:00,2018-06-20 00:08:49,2018-07-18,2,72bb19eb8886399d5a46785146792ba7,138dbe45fc62f1e244378131a6801526,2018-06-19 14:57:09,15.9,18.15,utilidades_domesticas,59.0,889.0,2.0,250.0,20.0,5.0,16.0,housewares,186638bdb0f600c9bf2bd60e4b14537c,37701,pocos de caldas,MG,Repeater
1085,43de756a962b59796a31a894bf9b37df,7a89b488bf7b415c2674060d36808b4f,delivered,2018-02-23 13:56:36,2018-02-23 14:15:31,2018-02-26 22:37:36,2018-03-14 21:04:15,2018-03-28,1,d02e5b014cc50a42a3ede0b3dc1fc63e,3785b653b1b82de85ab47dd139938091,2018-03-01 14:15:31,59.9,28.82,utilidades_domesticas,44.0,203.0,1.0,1100.0,19.0,22.0,19.0,housewares,28dd1607a5e16ed5458919c2afca6476,78740,rondonopolis,MT,Repeater
1089,4a335c9b6c47353962fc6f0b1911eb03,fb6b2ffbd90d13121790ece0d783211d,delivered,2017-06-18 13:02:08,2017-06-18 13:15:26,2017-06-20 10:32:09,2017-06-28 12:13:49,2017-07-11,1,d696750e550fd0f733979dd7e5dff921,9de4643a8dbde634fe55621059d92273,2017-06-22 13:15:26,167.99,16.94,utilidades_domesticas,44.0,916.0,2.0,950.0,53.0,5.0,13.0,housewares,bfcdddab5a2fe5dd1d1b8330795f4061,6774,taboao da serra,SP,Repeater
1096,eb17935134e6fdd210b40a3d4f8235b2,e715f0071c14494e92c198554a08bb2d,delivered,2017-01-23 00:55:47,2017-01-23 01:21:51,2017-01-24 14:41:52,2017-02-04 08:27:34,2017-02-22,1,d696750e550fd0f733979dd7e5dff921,9de4643a8dbde634fe55621059d92273,2017-01-27 00:55:47,173.85,18.06,utilidades_domesticas,44.0,916.0,2.0,950.0,53.0,5.0,13.0,housewares,1ba713c8258f756279a049018ce01177,21050,rio de janeiro,RJ,Repeater
1097,eb17935134e6fdd210b40a3d4f8235b2,e715f0071c14494e92c198554a08bb2d,delivered,2017-01-23 00:55:47,2017-01-23 01:21:51,2017-01-24 14:41:52,2017-02-04 08:27:34,2017-02-22,2,d696750e550fd0f733979dd7e5dff921,9de4643a8dbde634fe55621059d92273,2017-01-27 00:55:47,173.85,18.06,utilidades_domesticas,44.0,916.0,2.0,950.0,53.0,5.0,13.0,housewares,1ba713c8258f756279a049018ce01177,21050,rio de janeiro,RJ,Repeater
1132,13ba09b4ffd7128425cc35a9c382245f,9193133f3eb8df6f70cc93b069b56f09,delivered,2017-05-18 15:10:11,2017-05-18 15:22:51,2017-05-19 10:17:57,2017-05-29 09:52:51,2017-06-16,1,d696750e550fd0f733979dd7e5dff921,9de4643a8dbde634fe55621059d92273,2017-05-24 15:22:51,169.99,27.73,utilidades_domesticas,44.0,916.0,2.0,950.0,53.0,5.0,13.0,housewares,8f1794300ad248a55eae07168219ca15,35930,joao monlevade,MG,Repeater
1222,9d9f7fce2886a9587f0a42a1366a1392,33a8963fe310d610c7a1b0da4dc974d2,delivered,2017-03-30 20:43:30,2017-03-30 20:50:16,2017-04-01 07:27:01,2017-04-13 13:06:03,2017-04-28,1,5a6e53c3b4e8684b13388d6aa4afdf12,7299e27ed73d2ad986de7f7c77d919fa,2017-04-05 20:50:16,15.99,17.78,utilidades_domesticas,45.0,176.0,2.0,200.0,19.0,9.0,12.0,housewares,cf26c0ed98d29abab5c9fe2643f88d19,77950,araguatins,TO,Repeater
1237,d72e8cc4d5efd1b5149f68dffc423772,68745ec5a6e2a85bc4acad76a8641c2c,delivered,2017-03-12 10:24:33,2017-03-12 10:24:33,2017-03-13 15:59:37,2017-04-03 14:40:06,2017-04-07,1,5a6e53c3b4e8684b13388d6aa4afdf12,7299e27ed73d2ad986de7f7c77d919fa,2017-03-16 10:24:33,13.99,17.78,utilidades_domesticas,45.0,176.0,2.0,200.0,19.0,9.0,12.0,housewares,cf26c0ed98d29abab5c9fe2643f88d19,77950,araguatins,TO,Repeater
1262,13293961429976917597dafca90e49d3,522799207582d92450a129cb6e516b4f,delivered,2017-07-08 16:35:21,2017-07-11 04:15:23,2017-07-11 21:14:35,2017-07-14 16:38:05,2017-07-25,1,f7a17d2c51d9df89a4f1711c4ac17f33,f8db351d8c4c4c22c6835c19a46f01b0,2017-07-17 04:15:23,52.9,9.27,utilidades_domesticas,56.0,1245.0,5.0,350.0,22.0,8.0,19.0,housewares,f733f4254cce4a375a82258c272d1549,8676,suzano,SP,Repeater
1266,2eb63f75718e0a133e1a6c7d14375025,1712b3a131430bc9e53dcba7adcfc282,delivered,2018-05-29 10:46:58,2018-05-29 17:57:24,2018-05-30 11:06:00,2018-06-02 12:36:43,2018-06-21,1,f7a17d2c51d9df89a4f1711c4ac17f33,f8db351d8c4c4c22c6835c19a46f01b0,2018-06-06 17:57:24,50.9,7.87,utilidades_domesticas,56.0,1245.0,5.0,350.0,22.0,8.0,19.0,housewares,f733f4254cce4a375a82258c272d1549,8676,suzano,SP,Repeater
1277,06b2c7035561ef12b16045ef4bf459e2,8bb9547aec97f493e91a078f66fa7ac5,delivered,2017-07-05 07:54:14,2017-07-05 17:38:29,2017-07-06 11:55:27,2017-07-12 17:53:56,2017-07-27,1,f7a17d2c51d9df89a4f1711c4ac17f33,f8db351d8c4c4c22c6835c19a46f01b0,2017-07-11 17:28:03,52.9,15.12,utilidades_domesticas,56.0,1245.0,5.0,350.0,22.0,8.0,19.0,housewares,630331e73a79ae9a2ba821bd326ea298,88850,forquilhinha,SC,Repeater
1282,9b7130a90e8f2c23cba417fd1e9be425,462af9ace3dd404900c42f4086ab64bd,delivered,2017-07-26 15:38:35,2017-07-26 15:50:18,2017-07-27 14:09:47,2017-07-28 20:12:59,2017-08-08,1,f7a17d2c51d9df89a4f1711c4ac17f33,f8db351d8c4c4c22c6835c19a46f01b0,2017-08-01 15:50:18,56.9,9.27,utilidades_domesticas,56.0,1245.0,5.0,350.0,22.0,8.0,19.0,housewares,a0ef77ac3d3662b055dc12b045da37ed,6213,osasco,SP,Repeater
1292,99ad3ef53ed8bbe225a2bdc5b92f4ea9,7f3ec00f79a98875d304ceef5d2cbd4f,delivered,2017-08-05 14:52:24,2017-08-05 15:05:12,2017-08-07 13:33:34,2017-08-10 17:49:56,2017-08-22,1,f7a17d2c51d9df89a4f1711c4ac17f33,f8db351d8c4c4c22c6835c19a46f01b0,2017-08-10 15:05:12,56.9,9.27,utilidades_domesticas,56.0,1245.0,5.0,350.0,22.0,8.0,19.0,housewares,07f61caa1c9e850c14e94854cec87545,9686,sao bernardo do campo,SP,Repeater
1400,53c6881417e68018f3caf8efba6a72d5,87d4558ba089b9de00cd95e95f1d3c1b,delivered,2018-04-27 21:16:06,2018-04-27 21:30:29,2018-04-30 14:43:00,2018-05-02 22:16:43,2018-05-11,1,acc8648b140586ffaa6cce2905ff6872,99a54764c341d5dc80b4a8fac4eba3fb,2018-05-03 21:30:29,7.63,7.39,utilidades_domesticas,45.0,381.0,1.0,400.0,26.0,12.0,20.0,housewares,55fbb64f60861980e74c4f136f304297,5026,sao paulo,SP,Repeater
1401,53c6881417e68018f3caf8efba6a72d5,87d4558ba089b9de00cd95e95f1d3c1b,delivered,2018-04-27 21:16:06,2018-04-27 21:30:29,2018-04-30 14:43:00,2018-05-02 22:16:43,2018-05-11,2,acc8648b140586ffaa6cce2905ff6872,99a54764c341d5dc80b4a8fac4eba3fb,2018-05-03 21:30:29,7.63,7.39,utilidades_domesticas,45.0,381.0,1.0,400.0,26.0,12.0,20.0,housewares,55fbb64f60861980e74c4f136f304297,5026,sao paulo,SP,Repeater
1428,a62ca1ecd2ebb5a76f2df38e3024c324,63aa5b96f7dafc4bb3b80ee18c32b7f9,delivered,2018-04-22 02:43:22,2018-04-24 18:20:13,2018-04-25 14:00:00,2018-05-03 17:08:49,2018-05-18,1,a842674062d24231d49b8a938c6bb439,0adac9fbd9a2b63cccaac4f8756c1ca8,2018-04-26 03:30:58,28.82,19.32,utilidades_domesticas,27.0,542.0,1.0,700.0,35.0,2.0,35.0,housewares,c5400d2fca348bd1313426efe4b10a51,88010,florianopolis,SC,Repeater
1473,0711b9c575a5235790c3f863179c3267,0338cedf9fd370fe655047aaa0725078,delivered,2018-06-01 08:21:03,2018-06-02 03:15:21,2018-06-05 08:27:00,2018-06-13 00:08:45,2018-07-12,1,928e52a9ad53a294fdcc91bcf59d1751,955fee9216a65b617aa5c0531780ce60,2018-06-11 03:15:21,130.0,23.49,utilidades_domesticas,34.0,1031.0,6.0,1600.0,20.0,60.0,20.0,housewares,1f98d2384ff7a372e6a2d3bb75cbcd54,36680,sao joao nepomuceno,MG,Repeater
1474,0711b9c575a5235790c3f863179c3267,0338cedf9fd370fe655047aaa0725078,delivered,2018-06-01 08:21:03,2018-06-02 03:15:21,2018-06-05 08:27:00,2018-06-13 00:08:45,2018-07-12,2,928e52a9ad53a294fdcc91bcf59d1751,955fee9216a65b617aa5c0531780ce60,2018-06-11 03:15:21,130.0,23.49,utilidades_domesticas,34.0,1031.0,6.0,1600.0,20.0,60.0,20.0,housewares,1f98d2384ff7a372e6a2d3bb75cbcd54,36680,sao joao nepomuceno,MG,Repeater
1475,0711b9c575a5235790c3f863179c3267,0338cedf9fd370fe655047aaa0725078,delivered,2018-06-01 08:21:03,2018-06-02 03:15:21,2018-06-05 08:27:00,2018-06-13 00:08:45,2018-07-12,3,928e52a9ad53a294fdcc91bcf59d1751,955fee9216a65b617aa5c0531780ce60,2018-06-11 03:15:21,130.0,23.49,utilidades_domesticas,34.0,1031.0,6.0,1600.0,20.0,60.0,20.0,housewares,1f98d2384ff7a372e6a2d3bb75cbcd54,36680,sao joao nepomuceno,MG,Repeater
1476,f8c9df743a18aeeedd550486dbe39689,ff4512b27e3f8d9774f6e01ceb951035,delivered,2018-06-07 17:52:27,2018-06-07 18:17:22,2018-06-08 09:58:00,2018-06-19 15:58:51,2018-07-11,1,928e52a9ad53a294fdcc91bcf59d1751,955fee9216a65b617aa5c0531780ce60,2018-06-15 18:17:22,130.0,20.64,utilidades_domesticas,34.0,1031.0,6.0,1600.0,20.0,60.0,20.0,housewares,f145d50379275ab9931636f83b0102eb,41720,salvador,BA,Repeater
1501,66d560d1c77317086f3332a6715ac1c1,838db17a7ea397c8bbb5d0b4d48b1ba6,delivered,2018-07-26 07:10:27,2018-07-26 10:50:11,2018-07-26 13:06:00,2018-08-04 00:09:17,2018-08-14,1,928e52a9ad53a294fdcc91bcf59d1751,955fee9216a65b617aa5c0531780ce60,2018-07-30 10:50:11,180.0,28.03,utilidades_domesticas,34.0,1031.0,6.0,1600.0,20.0,60.0,20.0,housewares,f145d50379275ab9931636f83b0102eb,49035,aracaju,SE,Repeater
1521,9dc032f4d0154877b3fdddff1324d5e8,48208b9deb3d51def25cd44b672cdff9,delivered,2018-06-02 12:54:29,2018-06-02 13:10:14,2018-06-05 08:06:00,2018-06-14 16:48:45,2018-07-16,1,928e52a9ad53a294fdcc91bcf59d1751,955fee9216a65b617aa5c0531780ce60,2018-06-11 13:10:14,130.0,18.49,utilidades_domesticas,34.0,1031.0,6.0,1600.0,20.0,60.0,20.0,housewares,819c65629034acc8a0e1c096c2c6715d,25900,mage,RJ,Repeater
1523,2db6682455f3a6b47b5202e00c855789,4dc417fbc348bf334bb2d066ab22efa1,delivered,2018-05-30 09:46:25,2018-05-31 03:36:05,2018-06-05 08:27:00,2018-06-13 00:05:24,2018-07-11,1,928e52a9ad53a294fdcc91bcf59d1751,955fee9216a65b617aa5c0531780ce60,2018-06-08 03:30:57,130.0,23.49,utilidades_domesticas,34.0,1031.0,6.0,1600.0,20.0,60.0,20.0,housewares,1f98d2384ff7a372e6a2d3bb75cbcd54,36680,sao joao nepomuceno,MG,Repeater
1524,2db6682455f3a6b47b5202e00c855789,4dc417fbc348bf334bb2d066ab22efa1,delivered,2018-05-30 09:46:25,2018-05-31 03:36:05,2018-06-05 08:27:00,2018-06-13 00:05:24,2018-07-11,2,928e52a9ad53a294fdcc91bcf59d1751,955fee9216a65b617aa5c0531780ce60,2018-06-08 03:30:57,130.0,23.49,utilidades_domesticas,34.0,1031.0,6.0,1600.0,20.0,60.0,20.0,housewares,1f98d2384ff7a372e6a2d3bb75cbcd54,36680,sao joao nepomuceno,MG,Repeater
1525,2db6682455f3a6b47b5202e00c855789,4dc417fbc348bf334bb2d066ab22efa1,delivered,2018-05-30 09:46:25,2018-05-31 03:36:05,2018-06-05 08:27:00,2018-06-13 00:05:24,2018-07-11,3,928e52a9ad53a294fdcc91bcf59d1751,955fee9216a65b617aa5c0531780ce60,2018-06-08 03:30:57,130.0,23.49,utilidades_domesticas,34.0,1031.0,6.0,1600.0,20.0,60.0,20.0,housewares,1f98d2384ff7a372e6a2d3bb75cbcd54,36680,sao joao nepomuceno,MG,Repeater
1526,2db6682455f3a6b47b5202e00c855789,4dc417fbc348bf334bb2d066ab22efa1,delivered,2018-05-30 09:46:25,2018-05-31 03:36:05,2018-06-05 08:27:00,2018-06-13 00:05:24,2018-07-11,4,928e52a9ad53a294fdcc91bcf59d1751,955fee9216a65b617aa5c0531780ce60,2018-06-08 03:30:57,130.0,23.49,utilidades_domesticas,34.0,1031.0,6.0,1600.0,20.0,60.0,20.0,housewares,1f98d2384ff7a372e6a2d3bb75cbcd54,36680,sao joao nepomuceno,MG,Repeater
1527,2db6682455f3a6b47b5202e00c855789,4dc417fbc348bf334bb2d066ab22efa1,delivered,2018-05-30 09:46:25,2018-05-31 03:36:05,2018-06-05 08:27:00,2018-06-13 00:05:24,2018-07-11,5,928e52a9ad53a294fdcc91bcf59d1751,955fee9216a65b617aa5c0531780ce60,2018-06-08 03:30:57,130.0,23.49,utilidades_domesticas,34.0,1031.0,6.0,1600.0,20.0,60.0,20.0,housewares,1f98d2384ff7a372e6a2d3bb75cbcd54,36680,sao joao nepomuceno,MG,Repeater
1528,2db6682455f3a6b47b5202e00c855789,4dc417fbc348bf334bb2d066ab22efa1,delivered,2018-05-30 09:46:25,2018-05-31 03:36:05,2018-06-05 08:27:00,2018-06-13 00:05:24,2018-07-11,6,928e52a9ad53a294fdcc91bcf59d1751,955fee9216a65b617aa5c0531780ce60,2018-06-08 03:30:57,130.0,23.49,utilidades_domesticas,34.0,1031.0,6.0,1600.0,20.0,60.0,20.0,housewares,1f98d2384ff7a372e6a2d3bb75cbcd54,36680,sao joao nepomuceno,MG,Repeater
1541,a1fa82769a203e30b8faf81cd32e5193,0e240f6e253b7d7646700ce3b28fe413,delivered,2017-09-05 09:29:17,2017-09-06 19:43:28,2017-09-08 21:57:42,2017-09-13 19:53:31,2017-10-03,1,4754d89182db4010eabbf20da5fb7191,8e6cc767478edae941d9bd9eb778d77a,2017-09-13 19:43:28,145.9,90.1,utilidades_domesticas,54.0,527.0,1.0,19300.0,49.0,51.0,41.0,housewares,6d443b75cff956bb73dce7385033e266,13215,jundiai,SP,Repeater
1564,cee43113ca0a71b50e899098ec4c5911,31819535fe8ef8d723716672b3abb4de,delivered,2018-04-07 18:22:27,2018-04-07 18:30:19,2018-04-13 21:48:55,2018-04-17 18:49:42,2018-04-19,1,750dcfda0a9788bba89c94bb82a322db,53e4c6e0f4312d4d2107a8c9cddf45cd,2018-04-12 18:30:19,22.99,11.15,utilidades_domesticas,48.0,197.0,1.0,7350.0,25.0,62.0,25.0,housewares,02e9827c15167f699df7bf90d326ffdb,9895,sao bernardo do campo,SP,Repeater
1565,ddcb87eddf4da29aafd1be7658fcef4f,c0b4da14acd1222aab98b2b9c0859fed,delivered,2018-03-04 13:42:10,2018-03-06 03:48:51,2018-03-09 22:48:29,2018-03-13 20:58:25,2018-03-22,1,750dcfda0a9788bba89c94bb82a322db,53e4c6e0f4312d4d2107a8c9cddf45cd,2018-03-12 03:48:51,22.99,11.73,utilidades_domesticas,48.0,197.0,1.0,7350.0,25.0,62.0,25.0,housewares,02e9827c15167f699df7bf90d326ffdb,9895,sao bernardo do campo,SP,Repeater
1568,a2f084633c53f198fb3ba4148fd4a148,a862553fffca102946274396683cbd39,delivered,2018-02-25 09:57:15,2018-02-27 04:31:05,2018-02-28 17:39:18,2018-03-07 23:18:41,2018-03-26,1,750dcfda0a9788bba89c94bb82a322db,53e4c6e0f4312d4d2107a8c9cddf45cd,2018-03-05 03:15:48,22.99,16.6,utilidades_domesticas,48.0,197.0,1.0,7350.0,25.0,62.0,25.0,housewares,4e2d666f4bbc94a8ded712172a433d65,21310,rio de janeiro,RJ,Repeater
1571,457dbdc9e1ced1274472af8b6fd00be8,9c24c996759c0865e07e4fe69506e151,delivered,2018-01-11 12:07:15,2018-01-11 12:15:24,2018-01-12 22:03:18,2018-02-09 00:38:35,2018-02-20,1,750dcfda0a9788bba89c94bb82a322db,53e4c6e0f4312d4d2107a8c9cddf45cd,2018-01-17 12:15:24,23.99,16.6,utilidades_domesticas,48.0,197.0,1.0,7350.0,25.0,62.0,25.0,housewares,02e4c56fefa30628768ffe326d332e2f,91170,porto alegre,RS,Repeater
1615,96252dd234004b6e9d4dc740779742a8,5bc33d498a4eb8a94cd2e1ccdf44f45c,delivered,2018-04-07 00:16:14,2018-04-10 04:10:40,2018-04-10 21:58:32,2018-04-11 22:32:01,2018-04-25,1,dd60cac04e6bcbc919cb1c7dcc473211,febab0275244b9a49a623f0bd613ca2f,2018-04-16 04:10:40,29.9,9.26,utilidades_domesticas,59.0,379.0,1.0,900.0,45.0,20.0,25.0,housewares,e5f19a93cf85b13edc0376d90e4a0ba5,13311,itu,SP,Repeater
1687,090342fe317c0444e8220e4d902579cf,884a2d382634ed1f5d1c120ff820f9df,delivered,2018-05-03 20:48:47,2018-05-03 21:11:04,2018-05-08 19:02:00,2018-05-09 23:11:55,2018-05-16,1,cac52d956eff0cacf32f4b0f0f3aac5c,53e4c6e0f4312d4d2107a8c9cddf45cd,2018-05-09 21:11:04,29.6,8.88,utilidades_domesticas,52.0,557.0,1.0,450.0,25.0,25.0,25.0,housewares,b04b3653ac441004b247e96ac0829d0c,3311,sao paulo,SP,Repeater
1700,1b0577d71cd408c29c2fe1c9ec939056,e2b936f648da15af17e119a9bbadf9e0,delivered,2018-03-08 19:22:48,2018-03-08 19:35:35,2018-03-09 22:05:02,2018-04-03 19:32:20,2018-03-28,1,5f2641478d7b5ffbfcf1f2b5cdff4709,b33aaadd1a8891d2dfef0c4c3bdf0371,2018-03-14 19:35:35,110.0,23.35,utilidades_domesticas,60.0,1713.0,3.0,1950.0,102.0,8.0,11.0,housewares,6594a65023bcb47539aa91b0f8e98e00,24220,niteroi,RJ,Repeater
1723,a2a1336bf769a76da801da42dd9f0ecc,239d5f9ed5d987b8c323ac8e81641051,delivered,2018-05-16 18:26:55,2018-05-18 04:54:43,2018-05-18 08:46:00,2018-06-06 22:06:46,2018-05-30,1,7c55ea4aea1acf1ce11440010f5aa298,955fee9216a65b617aa5c0531780ce60,2018-05-22 04:54:43,399.0,38.65,utilidades_domesticas,60.0,1800.0,7.0,9900.0,60.0,50.0,20.0,housewares,4711348768db55c57a67aba080ead566,29070,vitoria,ES,Repeater
1742,177200d363504ea94b5064b05929e2e6,8cc14e8aaa4fdb80dc8ccb617382e3f3,delivered,2018-07-19 16:22:41,2018-07-21 03:10:15,2018-07-23 15:13:00,2018-07-27 17:15:46,2018-08-09,1,6ac3978babf6ca76087369391bb6ce5a,4c18691b6037662be2df78a765d98ab5,2018-07-25 03:10:15,76.5,26.84,utilidades_domesticas,22.0,930.0,2.0,1683.0,25.0,22.0,22.0,housewares,6bb7c9ac69dc13b436f413acec41a1b6,86640,cafeara,PR,Repeater
1743,177200d363504ea94b5064b05929e2e6,8cc14e8aaa4fdb80dc8ccb617382e3f3,delivered,2018-07-19 16:22:41,2018-07-21 03:10:15,2018-07-23 15:13:00,2018-07-27 17:15:46,2018-08-09,2,6ac3978babf6ca76087369391bb6ce5a,4c18691b6037662be2df78a765d98ab5,2018-07-25 03:10:15,76.5,26.84,utilidades_domesticas,22.0,930.0,2.0,1683.0,25.0,22.0,22.0,housewares,6bb7c9ac69dc13b436f413acec41a1b6,86640,cafeara,PR,Repeater
1790,a9903e12b56d3ec4c2de257bfe2cdc80,4ddaddea1ea57c06e540097ca6f6dd41,delivered,2018-05-23 12:34:28,2018-05-23 12:54:49,2018-05-24 14:16:00,2018-05-28 12:08:41,2018-06-13,1,fadc89c2a60ff96b18827644074dfd70,53e4c6e0f4312d4d2107a8c9cddf45cd,2018-05-29 12:54:49,80.07,11.19,utilidades_domesticas,52.0,827.0,1.0,1800.0,30.0,30.0,30.0,housewares,f613612c35de4ffbbdb680f32e3baa80,2314,sao paulo,SP,Repeater
1805,66b3a1b5e10e14e7bef4025cde095caf,079da973ecd0fb654da4ffdb946c9ea1,delivered,2018-01-23 10:54:12,2018-01-23 11:10:36,2018-01-30 00:39:49,2018-01-30 14:39:35,2018-02-16,1,00ba6d766f0b1d7b78a5ce3e1e033263,53e4c6e0f4312d4d2107a8c9cddf45cd,2018-01-29 11:10:36,43.0,21.18,utilidades_domesticas,52.0,418.0,1.0,7850.0,28.0,62.0,28.0,housewares,527c6fbbe85cdf78ff1645e0a71e266f,1455,sao paulo,SP,Repeater
1809,553d21981eb5d6f2f19c3102cde1832d,976b89f39f6ba6ac98d956bd0a2a4d81,delivered,2017-08-27 19:30:49,2017-08-27 19:45:11,2017-08-29 19:55:55,2017-09-05 21:42:39,2017-09-26,1,00ba6d766f0b1d7b78a5ce3e1e033263,53e4c6e0f4312d4d2107a8c9cddf45cd,2017-08-31 19:45:11,45.0,33.71,utilidades_domesticas,52.0,418.0,1.0,7850.0,28.0,62.0,28.0,housewares,44ed2c2de63bfe22f6596547584d7372,39400,montes claros,MG,Repeater
1816,649aa4ae69d60a0b65b5270e737081be,cc268320e77ed6ba7be0107cc7ad1b8f,delivered,2018-05-27 18:21:21,2018-05-29 03:35:11,2018-05-29 14:04:00,2018-06-18 23:44:59,2018-07-05,1,5d0163a1864ccff91f6949a1b03a37ae,99a54764c341d5dc80b4a8fac4eba3fb,2018-06-06 03:35:11,158.0,18.69,utilidades_domesticas,49.0,403.0,1.0,8450.0,19.0,48.0,27.0,housewares,9aae8213ff9bc04cc3ce48b85f43a173,24876,itaborai,RJ,Repeater
1894,e37f11cae9985ca58f0b56f268720537,3947a361301f2ff0f3223159a0f2701c,delivered,2017-07-26 11:46:34,2017-07-27 10:10:16,2017-08-01 18:17:47,2017-07-31 17:49:56,2017-08-24,2,574597aaf385996112490308e37399ce,febab0275244b9a49a623f0bd613ca2f,2017-08-02 10:10:16,49.0,10.33,utilidades_domesticas,55.0,499.0,1.0,4800.0,22.0,63.0,22.0,housewares,6d3d5771a12f5e7d00729f940bb28fd2,89707,concordia,SC,Repeater
1895,e37f11cae9985ca58f0b56f268720537,3947a361301f2ff0f3223159a0f2701c,delivered,2017-07-26 11:46:34,2017-07-27 10:10:16,2017-08-01 18:17:47,2017-07-31 17:49:56,2017-08-24,1,66e9fb73e349cba44b29951e558a6780,98dac6635aee4995d501a3972e047414,2017-08-02 10:10:16,9.6,17.32,utilidades_domesticas,50.0,1087.0,1.0,500.0,16.0,18.0,16.0,housewares,6d3d5771a12f5e7d00729f940bb28fd2,89707,concordia,SC,Repeater
1896,e37f11cae9985ca58f0b56f268720537,3947a361301f2ff0f3223159a0f2701c,delivered,2017-07-26 11:46:34,2017-07-27 10:10:16,2017-08-01 18:17:47,2017-07-31 17:49:56,2017-08-24,3,66e9fb73e349cba44b29951e558a6780,98dac6635aee4995d501a3972e047414,2017-08-02 10:10:16,9.6,17.32,utilidades_domesticas,50.0,1087.0,1.0,500.0,16.0,18.0,16.0,housewares,6d3d5771a12f5e7d00729f940bb28fd2,89707,concordia,SC,Repeater
1897,e37f11cae9985ca58f0b56f268720537,3947a361301f2ff0f3223159a0f2701c,delivered,2017-07-26 11:46:34,2017-07-27 10:10:16,2017-08-01 18:17:47,2017-07-31 17:49:56,2017-08-24,4,66e9fb73e349cba44b29951e558a6780,98dac6635aee4995d501a3972e047414,2017-08-02 10:10:16,9.6,17.32,utilidades_domesticas,50.0,1087.0,1.0,500.0,16.0,18.0,16.0,housewares,6d3d5771a12f5e7d00729f940bb28fd2,89707,concordia,SC,Repeater
1898,e37f11cae9985ca58f0b56f268720537,3947a361301f2ff0f3223159a0f2701c,delivered,2017-07-26 11:46:34,2017-07-27 10:10:16,2017-08-01 18:17:47,2017-07-31 17:49:56,2017-08-24,5,66e9fb73e349cba44b29951e558a6780,98dac6635aee4995d501a3972e047414,2017-08-02 10:10:16,9.6,17.32,utilidades_domesticas,50.0,1087.0,1.0,500.0,16.0,18.0,16.0,housewares,6d3d5771a12f5e7d00729f940bb28fd2,89707,concordia,SC,Repeater
1899,e37f11cae9985ca58f0b56f268720537,3947a361301f2ff0f3223159a0f2701c,delivered,2017-07-26 11:46:34,2017-07-27 10:10:16,2017-08-01 18:17:47,2017-07-31 17:49:56,2017-08-24,6,66e9fb73e349cba44b29951e558a6780,98dac6635aee4995d501a3972e047414,2017-08-02 10:10:16,9.6,17.32,utilidades_domesticas,50.0,1087.0,1.0,500.0,16.0,18.0,16.0,housewares,6d3d5771a12f5e7d00729f940bb28fd2,89707,concordia,SC,Repeater
1900,e37f11cae9985ca58f0b56f268720537,3947a361301f2ff0f3223159a0f2701c,delivered,2017-07-26 11:46:34,2017-07-27 10:10:16,2017-08-01 18:17:47,2017-07-31 17:49:56,2017-08-24,7,66e9fb73e349cba44b29951e558a6780,98dac6635aee4995d501a3972e047414,2017-08-02 10:10:16,9.6,17.32,utilidades_domesticas,50.0,1087.0,1.0,500.0,16.0,18.0,16.0,housewares,6d3d5771a12f5e7d00729f940bb28fd2,89707,concordia,SC,Repeater
